0.330777,0.515039,-0.748359,0.278934,0.705589,0.184376,0.573415,-0.142792,0.461945,0.415945,0.246215,-0.497981,-0.250794,0.200801,0.514498,-0.712373,0.450626,0.527912,-0.554030,0.754469,0.318089,-0.337147,0.209279,0.060794,0.238805,-0.268198,0.066083,-0.733078,-0.009014,-0.064500,0.391327,-0.109789,0.346674,0.343854,-0.459570,0.236494,0.670209,0.297706,-0.114163,-0.306087,-0.640661,-0.478481,-0.457953,-0.482800,0.357414,0.374164,-0.312908,0.231284,0.757943,0.344199,-0.303491,0.126909,-0.478404,-0.152700,0.229307,-0.005767,-0.134768,0.524831,0.267093,-0.136918,-0.201155,0.231704,0.564377,0.305528,-0.361527,-0.082465,-0.266576,-0.017735,0.094059,0.147537,-0.445684,0.139875,-0.485224,0.833536,-0.298186
0.527606,-0.657101,-0.137816,0.004308,-0.880490,0.606706,-0.348986,-0.027423,0.846874,-0.674585,-0.429893,-0.485833,-1.147178,0.400013,0.438331,-0.495465,0.039333,0.429726,-0.254584,0.496453,-0.360053,0.148020,-0.264978,0.105986,-0.125950,-0.247841,0.052687,-0.087246,-0.754425,-1.052071,0.119775,-0.669809,-0.062728,0.245076,0.013310,-0.088031,0.086900,-0.590753,0.007456,-0.577801,-0.074169,-0.445881,-0.140914,0.490414,-0.495869,-0.774052,0.644774,0.423874,0.314354,-0.488903,0.411373,0.591616,-0.579029,0.083386,-0.553550,0.610141,-0.683198,0.841243,0.706992,-0.459982,-0.120259,0.086038,0.599975,0.932359,0.604047,0.304691,-0.060490,-0.028098,0.604405,0.180877,-0.180340,0.269120,-0.149365,-0.156016,-0.341847
0.756850,-0.453625,-0.071511,-0.547126,0.476997,-0.535365,-0.725485,-0.045497,0.060160,0.719424,-0.376703,-0.305409,-0.154327,0.116428,-0.348598,0.512635,0.927873,0.440036,0.152414,-0.371426,-0.095228,0.421211,-0.327122,-0.247752,-0.553586,0.518047,0.475541,0.102112,-0.458212,0.788715,0.111823,0.413579,-0.174471,-0.054396,-0.723694,0.970711,-0.119078,-0.240025,0.313699,-0.535376,-0.667437,-0.287272,-0.094840,0.492432,-0.140724,-0.143286,0.690119,-0.270950,0.750615,0.662493,-0.589492,0.187202,0.197512,0.353621,-0.755297,-0.321977,0.347552,0.583556,0.555110,-0.554572,0.478116,0.549606,-0.044536,0.772632,0.384974,-0.342331,-0.331981,0.079818,0.202578,-0.071015,-0.235978,0.113010,-0.486637,0.928564,-0.259706
0.216921,-0.169205,0.330620,1.275191,-0.254804,-0.844440,-1.084112,0.089997,0.189138,-0.679570,0.449451,0.411339,-0.397074,0.299019,-0.507293,-0.811356,0.202565,0.465078,0.116958,0.082513,-0.216742,-0.159867,0.718172,-0.018383,-0.049492,0.787869,-0.171467,-0.645202,-0.228041,-0.087734,0.107694,-0.470962,-0.292834,-0.408635,0.415605,-0.060833,0.846003,0.631762,-0.104763,0.198488,-0.278408,0.115420,-0.657514,-0.339895,0.201811,-0.171142,0.164936,-0.294647,0.545540,0.086359,-0.143345,-0.061096,-0.193023,0.481148,-0.301811,-0.306595,0.585414,0.794799,0.429274,0.247292,-0.409110,0.176707,0.085169,0.558024,-0.110381,-0.453895,-0.349795,-0.447942,-0.134006,0.073648,0.420742,-0.583096,-0.585400,-0.283144,-0.508107
-0.068357,0.237631,-0.017370,-0.106722,-0.390632,-0.445846,0.268277,-0.778364,-0.158706,-0.755019,-0.279902,-0.424574,0.122465,0.202410,-0.632066,0.359933,0.930876,-0.573963,0.754584,-0.248337,0.846967,-0.136844,-0.637454,0.746875,-0.417956,0.824524,0.339364,-0.226903,0.073299,0.228071,-0.187024,0.243648,0.715757,-0.584160,-0.308983,-0.168631,0.944490,-0.149934,-0.895039,-0.019610,-0.669243,0.114210,0.246391,0.026080,0.242444,-0.585194,-0.363452,-0.246954,0.544942,-0.107112,0.120927,-0.328914,0.176496,-0.415864,0.135594,0.399325,-0.295188,0.361377,-0.051897,-0.639266,0.192695,0.168320,-0.034480,0.315193,-0.119280,0.766838,0.615970,0.331638,-0.116112,-0.124893,0.122577,0.145506,0.217049,-0.770181,-0.560576
0.163545,0.194091,0.399125,0.470576,-0.130566,0.766360,0.661112,-0.566598,0.132779,0.795930,-0.294616,-0.425266,-0.013008,-0.303867,0.503749,0.191702,1.192948,-0.703973,-0.640831,0.419646,0.368053,-0.270224,0.198821,-0.393797,-0.972195,-0.552522,-0.105187,-0.094492,-0.548948,-0.222610,-0.216282,0.386110,0.524312,-0.386063,0.569990,-0.316294,0.251377,0.213939,-0.100946,-0.259668,-0.291477,0.925555,0.029586,0.408089,-0.274907,0.352471,0.086592,0.674151,0.773096,0.005499,0.258451,-0.307067,0.250704,0.992502,0.373142,-0.460210,0.218606,0.918295,0.650343,0.290463,0.004192,-0.349546,-0.862712,0.453836,0.351284,-0.256890,-0.175112,-0.950744,-0.085676,0.425926,0.402401,-0.512089,-0.080732,-0.385694,0.677935
0.190588,-0.411189,-0.735337,0.389867,-0.682454,0.547365,0.017479,-0.023674,0.120304,-0.388514,-0.377127,-0.011532,-0.561813,0.500071,-1.042329,-0.609971,0.665484,0.361722,0.275896,-0.025604,-0.164780,-0.473783,-0.574444,0.080001,0.144899,-0.333932,-0.413995,-0.194067,-0.224783,-0.397904,-0.679778,0.107667,0.218793,-0.221322,-0.603647,-0.559382,0.413056,0.523001,-0.613963,0.473999,-0.669279,0.154161,0.335331,0.265111,-0.064264,0.501305,-0.663162,0.491017,0.316161,0.133826,0.686122,0.706684,-0.174744,0.619133,0.263371,-0.071714,0.199797,0.296303,0.521286,0.292056,1.065986,0.079986,-0.436396,0.214678,0.264345,-0.488355,-0.298354,-0.114358,0.131466,0.072053,0.389741,-0.016363,-0.214008,0.723346,0.558981
0.158255,0.582908,-0.359011,0.080434,0.731359,-0.232976,-0.565617,-0.705807,0.487989,-0.937027,-0.172409,0.008412,0.449241,-0.189581,0.209935,-0.230143,0.419355,-0.702454,-0.441581,0.538706,-0.871457,-0.715575,0.157486,0.148879,0.371193,0.830250,-0.281001,0.597192,0.744294,-0.217246,-0.012298,0.451160,0.574259,0.220213,0.405524,0.660062,0.219738,-0.774679,0.315745,-0.331724,-0.336831,0.400200,0.051626,-0.238486,-0.168495,0.104902,-0.210079,-0.561015,0.677317,0.601990,0.141944,0.402435,0.041687,-0.149414,0.109927,0.307685,-0.015633,1.011078,0.575635,0.114227,-0.096401,-0.312705,-0.291564,-0.003622,0.787550,-0.198739,0.189775,-0.450550,-0.270287,0.132475,-0.068088,-0.302443,0.505462,-0.450496,0.255258
-0.418249,-0.329957,-0.464974,-0.139859,0.330581,-0.117230,0.342114,-0.744039,-0.285269,-0.187281,-0.063133,0.265780,-0.389845,0.552622,-0.479252,-0.425587,0.024796,0.276030,-0.435914,0.409420,0.285231,-0.321624,0.899270,0.078799,0.861294,-0.082877,-0.213424,0.869262,-0.947065,0.737906,0.455159,-0.596549,-0.007966,-0.278508,0.494348,-0.281796,0.884981,-0.322119,0.462165,0.701979,-0.094666,-0.092598,0.523715,-0.306213,0.544932,-0.363766,-0.969294,0.763786,0.341632,-0.371423,0.020280,-0.651774,0.514866,0.051686,0.396109,-0.611657,0.651192,0.380848,0.567936,-0.065695,0.512105,0.128989,-0.986638,0.337747,-0.015635,-0.529043,0.967326,0.031492,-0.275032,-0.528041,0.170282,0.881632,0.090897,0.200401,-0.093392
0.222210,0.028343,0.099138,-0.645658,0.717319,-0.157840,-0.016615,-0.102991,-0.013605,0.498934,0.208965,0.896476,0.447058,0.327139,0.031184,0.196489,0.035072,-0.107255,-0.506988,0.795666,0.232165,0.167331,0.083368,0.180229,-0.073654,-0.236100,0.851993,-0.563189,-0.129508,-0.239412,0.188906,-0.935335,-0.397767,0.106073,0.177394,0.344430,-0.188102,0.097360,-0.049498,0.476213,-0.702350,0.345301,-0.554672,0.907375,-0.535778,-0.081000,-0.470060,0.170583,0.534024,-0.356784,0.474359,0.064709,-0.096197,0.424176,-0.252220,0.921188,0.170711,0.224717,0.093650,0.955240,-0.496611,0.529893,0.477532,0.327402,0.374185,0.586026,0.413558,0.150109,-0.845816,-0.196965,-1.007337,-0.016005,-0.292839,0.237823,0.465817
