0.725546,-0.666562,0.071779,-0.700259,-0.508919,-0.080766,0.443196,0.781946,-0.732001,-0.166843,-0.346531,-0.527370,-0.543789,-0.047141,-0.246294,-1.321482,0.585369,1.115336,0.259082,-0.540032,0.082834,-0.547254,0.517665,-0.323854,0.425168,0.632342,0.859107,-0.211167,-0.131858,0.380668,0.072392,1.046569,-1.027312,0.960496,0.726093,1.445459,-0.791400,0.644478,1.522321,0.269904,-0.836909,-1.138784,0.198682,0.502287,-0.022532,0.060078,0.595327,-0.819403,-0.603488,-0.929132
0.219871,-0.791837,-1.538788,1.075756,-1.251202,-0.692056,0.335347,0.738487,-1.072077,1.125484,-0.195059,-0.786773,1.355376,-0.290249,-1.277816,0.196553,-0.866127,0.765383,-0.308411,0.697092,0.343580,0.020505,-0.060164,0.362285,-0.479515,1.055015,-1.862975,-0.776787,-0.729492,-0.839365,-0.082833,1.106572,-1.306520,0.313599,-0.942104,-1.166961,-1.243990,0.403020,-0.512439,-0.501315,1.200117,-0.471517,0.161034,0.609202,1.337078,0.914694,1.042119,1.197185,0.873804,-0.214140
-0.387992,-1.209832,-1.607811,-0.364507,-0.623391,0.114417,-0.446013,0.531924,0.210092,-1.220013,-0.315876,1.405438,-1.568004,-0.257434,-1.184266,-0.336898,0.341030,0.995035,-0.955243,0.519898,1.099614,-0.824136,0.905301,-0.897320,0.415747,-0.362014,0.421978,-1.015445,0.808684,0.167461,-0.055205,0.286028,-1.052236,-0.296424,0.257194,-0.764423,0.540177,-0.040480,1.038016,0.949466,-0.448572,0.106345,0.718531,-0.840173,0.719953,0.826539,0.134152,0.947206,1.983309,-0.979721
1.074224,-1.158822,0.020252,1.106484,-0.927547,0.332908,-0.677267,-0.709627,-0.370465,0.980345,-0.989973,-0.176116,-1.282695,0.958042,0.965119,0.715318,0.244585,1.189264,-0.387303,-0.354763,0.710368,-1.020714,0.260750,1.002006,0.753607,-0.119535,-1.064399,0.166063,-0.424497,0.447965,0.327561,0.467393,-1.594075,-1.431693,0.859542,0.863204,0.226929,0.616758,0.637468,0.065555,0.787865,-0.395393,1.034009,-0.698400,0.609133,1.177104,1.143934,-0.247453,-1.299120,0.724290
-0.595355,0.055522,-0.071580,-0.393849,-0.484835,-0.891148,-0.893414,1.535217,-0.795764,0.267940,-0.816799,-0.699413,0.402764,-0.248727,0.546031,0.270445,0.357121,0.963718,0.315304,-0.271564,-0.946018,-0.486488,0.602439,0.778831,0.005101,-1.915291,-0.409344,0.468116,-0.533237,-0.411953,0.339684,0.144381,-0.508740,0.495306,-0.754864,-0.935005,1.393709,1.640083,-0.185577,0.813444,-0.840444,0.461671,0.825132,-0.500466,-0.460615,0.523539,-0.310053,-0.735640,-0.342727,0.891980
-0.555939,-0.867804,1.522980,-0.871910,0.225472,0.899789,0.737488,0.506618,-0.698174,-0.565526,-0.379856,0.244244,0.300784,-0.573206,-0.069348,0.488438,0.299366,0.929716,0.845751,-0.159177,0.576933,-0.192979,0.518797,0.489337,-1.018896,0.302115,0.631913,0.402522,-0.199267,0.541961,-1.104521,0.590508,-1.530280,-0.138532,-2.321466,1.522467,0.181121,0.679050,-0.745881,-0.460977,1.222417,0.361236,0.048500,-1.196936,0.291960,-0.167720,-0.457606,1.365351,-0.322240,-1.563242
0.666788,-1.449030,1.117858,0.529889,-0.353478,0.688595,0.430970,-0.873623,-0.188804,-0.514241,-0.990024,-0.753800,1.411698,-1.098473,-0.317727,1.014709,0.361390,0.718712,0.864746,-0.676587,-0.087574,-0.658173,0.534622,0.496996,0.362917,-0.646973,0.573801,-0.422536,-0.039530,-0.424809,0.189724,1.603146,-0.413148,-0.065780,-1.734151,-1.054667,-0.036520,-0.527646,1.025377,0.162412,-1.143497,1.160956,1.151853,0.502435,-0.042853,-0.473261,0.317022,-0.254078,-0.230260,-0.639110
0.349726,-1.293120,0.647674,1.017029,0.203386,0.896974,-0.055829,1.437486,0.679114,0.921781,-0.574555,-0.123521,0.676309,-0.971175,0.181522,-0.055792,0.098533,0.945083,0.567594,-0.886795,-0.523955,-1.107229,1.197377,-1.129420,0.021236,0.216311,0.660615,1.373914,-0.170339,0.008717,0.980354,0.713798,-0.446547,-0.872398,1.797474,1.190865,1.608441,-0.926259,-0.475334,-0.166756,0.753128,1.322440,-0.883698,0.565483,0.194627,-0.351553,-0.193173,-0.910575,1.088865,0.290437
-1.045645,0.257516,1.758301,1.063666,0.568110,-0.791708,-0.250976,-0.428663,-0.748521,-0.987603,0.308271,0.202032,0.823628,0.374911,0.571184,0.212140,-0.550365,2.323649,-0.255347,0.188276,-1.251447,-1.041205,1.495789,-0.942612,0.882210,-0.453970,0.431432,-0.412677,-0.726880,-0.581476,-0.770170,0.887063,-0.352045,0.912451,1.486680,-0.402879,-0.407819,-0.276416,-0.407536,-0.262877,-0.474795,0.888716,-0.202943,0.909793,0.951414,-0.510806,1.007280,0.351139,0.177740,1.470750
-1.347030,-1.431730,-2.623064,0.125371,0.290728,-0.976390,1.428944,-0.483719,-1.357410,0.795998,-0.454837,0.754168,-1.003899,-1.702222,0.361593,-0.330505,0.375704,0.311208,-0.640442,-0.008059,1.400623,-0.165958,1.270020,-0.531688,-1.031570,0.763656,0.275726,0.783293,-0.183796,-0.616366,0.409459,0.695182,-0.853032,1.359512,1.258386,0.428563,0.297499,0.187724,-0.867908,0.921455,0.143499,-0.411456,-0.827460,0.421776,0.162158,-0.585599,-0.461508,0.558776,0.084864,0.723632
